id,time,V9FFFS,V39FFFS,V45FFFS,V46FFFS,V48FFFS,V52FFFS,V58FFFS,V59FFFS,V1BIS,V2BIS,V6BIS,V10BIS,V17BIS,V18BIS,V21BIS,V29BIS,V33BIS,V43BIS,V47BIS,V50BIS,V56BIS,V57BIS,V60BIS,V61BIS,V63BIS,V14RI,V15RI,V32RI,V35RI,V5GDP,V12GDP,V20GDP,V31GDP,V41GDP,V54GDP,V65GDP,V4RR,V8RR,V16RR,V23RR,V25RR,V30RR,V36RR,V37RR,V22I,V27I,V28I,V38I,V40I,V44I,V51I
171,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,1,3,3,2,1,2,2,2,4,3,3,4,4,3,3,3,3,4,4,4,3,4,2,3,4,3,2,2,3,4,4,3,4,3,3,3,2,1,3,1,3,2,2,2,3,1,2,1,1,2,2
172,2,1,3,4,1,2,1,1,1,4,2,2,4,3,2,2,3,3,4,4,4,4,4,3,3,3,3,3,4,2,4,4,2,4,4,3,4,2,1,2,1,3,3,2,2,2,2,2,2,2,4,2
172,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,4,1,3,3,3,3,3,3,2,4,2,2,4,3,4,1,3,4,3,3,3,3,2,2,2,4,3,4,4,3,4,4,3,4,4,3,3,3,2,3,1,3,3,2,3,2,3,3,3,1,3,3
173,1,3,1,2,3,1,2,4,1,3,4,2,4,4,4,4,3,4,4,4,4,4,4,2,4,1,2,1,2,3,2,3,2,3,1,3,2,4,2,4,2,4,3,4,3,2,1,1,2,1,1,4
173,2,2,4,2,2,1,2,2,1,3,3,2,2,2,2,2,2,2,4,4,4,4,4,1,3,2,2,2,2,3,2,3,2,2,2,3,2,4,1,4,3,4,3,4,3,2,1,1,2,2,2,4
173,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,2,4,4,1,4,2,2,4,3,2,4,4,3,4,1,2,4,4,4,4,3,1,2,1,3,3,2,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,2,3,1,2,1,2,3
174,2,2,4,4,1,4,2,1,2,3,2,3,3,4,4,1,1,3,4,4,3,4,2,2,2,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,4,1,2,1,2,1,2,3
174,3,1,4,4,1,4,1,1,3,2,1,3,3,3,3,1,1,2,4,4,2,3,1,2,1,3,4,4,4,4,4,4,3,4,3,4,4,4,2,4,3,4,4,4,4,1,2,1,2,1,2,2
174,4,2,4,4,1,3,2,1,3,3,1,3,2,4,3,1,2,3,4,4,3,2,2,1,1,3,3,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,4,3,4,1,3,1,3,1,2,3
175,1,1,2,4,2,2,2,1,1,2,2,2,1,2,2,2,3,1,2,2,2,3,2,2,2,2,2,3,2,4,2,4,2,3,3,2,2,2,1,3,2,4,4,4,4,3,4,4,3,2,4,3
175,2,1,2,4,1,1,4,1,1,2,2,3,2,3,4,1,4,2,3,1,4,3,3,3,2,2,2,4,2,4,2,4,2,3,3,4,3,2,3,4,2,4,4,4,3,4,4,4,3,3,4,2
175,3,2,2,2,1,2,3,1,1,2,1,3,3,3,3,2,3,2,3,2,3,2,3,3,2,2,2,4,4,4,2,3,2,3,4,3,2,3,3,4,2,4,4,4,4,4,4,4,3,4,4,3
175,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,3,2,3,3,3,2,3,3,2,2,3,1,3,3,4,3,2,2,2,2,2,4,3
176,2,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,2,2,1,2,1,1,2,1,2,3,2,3,3,3,4,3,3,3,3,3,1,2,3,3,3,4,3,3,3,3,3,3,3,4,4
176,3,1,1,1,1,1,2,1,2,2,1,1,2,3,2,1,1,1,1,1,2,2,2,2,1,2,3,2,3,4,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,2,2,1,4,4
176,4,1,1,1,1,1,2,1,2,2,1,2,2,2,3,1,1,2,2,1,3,1,2,2,1,3,3,2,3,4,4,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,4,4
177,1,1,2,2,4,1,2,1,1,2,1,2,3,1,2,1,1,1,3,1,3,2,2,4,2,1,2,3,2,3,3,3,3,4,4,1,2,3,3,4,4,3,3,1,3,3,3,4,3,1,4,3
177,2,2,4,3,4,1,2,1,2,3,1,2,3,3,3,1,1,2,4,1,2,2,1,2,2,1,3,3,2,2,4,4,2,3,3,2,3,2,4,2,3,3,2,1,2,3,2,2,4,1,4,3
177,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,4,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,1,3,1,4,4,4,4,1,1,1,1,4,4,4,1,4,4
178,1,1,2,1,1,1,1,1,4,1,1,2,2,1,2,1,1,1,2,1,3,1,1,1,1,2,4,4,4,4,4,4,4,4,4,3,3,1,2,3,2,2,4,3,2,1,1,2,2,1,2,3
178,2,1,1,1,1,1,1,1,4,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,1,2,2,1,3,3,3,3,1,1,2,3,3,2,3
178,3,1,1,1,1,1,1,1,4,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,3,2,1,2,3,4,3,2,1,2,3,1,2,2
178,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,3,2,1,1,2,3,1,2,2
179,1,2,2,4,1,2,4,4,2,2,1,2,1,4,3,1,2,2,3,4,4,4,2,3,2,3,3,2,2,2,3,3,3,3,3,4,4,2,2,3,3,3,4,2,3,2,4,2,3,3,3,4
179,2,3,3,2,3,2,1,4,2,2,2,2,4,3,2,1,1,1,2,3,3,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,2,2,4,3,2,1,3,3,4,4,3,2,2,3,2
179,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,2,3,3,3,2,4,4,2,3,1,2,2,3,3,1,2,2,4,2,2,2,2,2,2,2,3,3,4,3,3,4,3,4,4,3,3,3,3,3,2,2,3,3,4,3,2,3,4,4,4,1
180,2,2,3,2,2,3,4,4,2,3,1,1,2,3,2,1,2,2,3,1,2,3,2,2,2,2,3,3,3,4,4,4,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,2,3,4,4,2
180,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1,4,1,1,2,1,3,4,1,1,1,2,1,3,2,1,2,2,2,2,2,2,1,2,2,3,1,1,2,3,2,3,2,3,2,3,3,2,1,2,2,3,2,3,3,2,1,2,2,1,3,2
181,2,3,2,1,3,1,3,4,2,2,1,2,2,3,2,1,2,2,2,2,3,2,1,2,2,3,1,2,1,3,3,3,2,3,2,3,2,3,1,3,1,3,2,3,2,2,2,1,2,1,3,2
181,3,3,3,2,1,1,2,4,1,2,1,2,2,3,3,1,2,1,1,2,2,2,1,1,2,3,1,1,1,2,3,3,2,3,2,3,3,3,2,3,1,4,3,2,2,2,2,1,1,1,3,3
181,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,1,2,2,1,1,1,1,1,2,2,3,3,3,3,2,1,2,4,2,3,3,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,2,1,1,3,1,3,4
182,2,1,2,2,1,1,1,1,1,2,1,2,2,3,3,2,2,2,4,3,3,2,1,2,2,3,2,2,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,1,1,2,1,3,4
182,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,4,1,2,2,1,1,1,1,1,2,1,3,2,2,3,2,1,2,4,3,2,2,1,2,1,2,2,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,1,1,2,1,3,3
183,1,1,2,1,1,1,2,2,1,2,2,2,2,3,4,2,3,2,4,3,4,3,3,2,2,2,2,2,2,3,4,4,3,3,4,3,3,1,2,3,2,3,2,3,3,3,3,3,3,3,4,2
183,2,1,3,1,2,2,2,2,3,2,1,3,3,3,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,3,4,4,3,4,3,3,1,3,1,3,3,3,3,2,2,2,2,3,2,2,2,2
183,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,3,3,1,2,1,1,1,2,1,2,1,3,2,1,3,1,2,2,2,2,2,3,2,2,2,2,2,3,4,4,3,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2
184,2,1,2,2,1,1,2,1,2,2,1,2,1,4,2,1,2,2,3,2,2,2,2,1,2,3,2,2,2,3,3,4,3,3,3,3,3,1,1,3,2,3,2,3,3,3,3,3,2,1,3,3
184,3,1,3,3,1,2,2,1,2,1,1,2,1,3,2,1,2,1,2,1,2,2,2,2,1,2,2,3,3,3,3,3,2,4,3,2,2,2,2,3,2,3,2,2,3,2,3,2,3,1,2,3
184,4,1,4,3,1,2,2,1,1,2,1,2,1,2,3,1,2,2,3,2,2,2,2,2,1,2,2,3,2,4,4,4,3,4,4,3,3,2,3,3,3,3,2,2,3,2,3,2,3,2,3,3
185,1,1,2,2,1,1,2,1,2,1,1,1,1,2,3,1,1,2,4,1,3,2,1,1,1,2,2,3,3,4,4,4,3,4,3,3,3,1,3,4,3,4,3,3,3,3,2,2,3,1,3,3
185,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,3,2,1,1,2,2,2,2,3,3,4,4,4,4,4,3,4,3,2,3,3,3,3,3,4,3,2,3,2,2,3,4
185,3,2,2,1,1,2,2,1,2,2,1,1,2,3,1,1,2,2,3,1,2,1,1,1,1,2,4,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,2,3,3,4,1,3,3
185,4,2,2,2,1,1,2,1,2,1,1,1,2,2,3,1,1,2,2,1,2,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,2,3,3,3,1,3,4
186,1,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,4,4,2,4,3,4,3,4,2,2,1,2,3,2,2,2,2,3,2,2,1,3,2,3,2,2,2,3,3,2,1,2,1,3
186,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,1,1,2,2,2,1,2,1,4,2,2,1,1,2,1,3,2,3,3,4,2,1,3,2,2,1,1,1,2,2,2,1,2,1,1,2,3,2,1,1,3,2,2,2,2,1,1,1,1,3,3
187,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,1,1,4,4,3,4,1,4,4,3,1,4,4,4,2,1,4,1,3,4,4,1,1,1,4,1,1,2,1,4,4,4,4,4,4,4,1,2,3,1,3,1,3,2,1,1,1,1,1,1,3
188,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,4,3,4,3,3,4,4,3,4,4,3,2,4,4,3,3,4,4,4,4,4,4,3,4,4,1,2,2,3,3,3,2,3,3,4,2,3,2,3,2,4,3,3,3,2,3,2,2,2,2,2
189,2,4,4,4,3,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2,2,2,2,1,2,3,2,3,2,3,3,4,3,3,2,4,4,4,1,1,1,3
189,3,4,3,3,2,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,3,3,3,3,3,2,2,1,2,2,3
189,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,1,2,1,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,2,1,3,2,1,1,1,3
190,1,2,3,4,3,2,2,2,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,3,3,3
190,2,1,3,4,3,2,2,2,2,2,1,2,2,2,2,1,2,3,3,3,2,2,2,1,1,2,2,1,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3
190,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,4,2,3,4,3,2,2,2,3,2,2,3,2,4,3,2,3,4,3,4,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,2,4,3,3,4
191,1,2,3,4,3,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,3,4,4,2,4,3,3,3,2,1,3,1,3,3,3,2,2,1,1,2,3,2,3
191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,4,2,2,3,2,1,2,2,1,2,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,2,3,2,3,4,4,4,3,4,4,3,3,3,2,3,1,3,3,3,3,1,2,1,4,1,4,3
192,1,1,2,4,2,2,2,1,1,2,1,2,1,2,3,2,2,2,2,2,3,2,2,1,1,2,2,2,2,3,3,3,2,4,3,3,3,1,2,2,2,2,2,2,3,2,1,2,2,3,4,3
192,2,1,1,2,1,1,1,1,1,3,1,3,2,2,2,2,2,1,2,1,2,2,2,1,2,2,3,2,2,3,3,4,2,3,3,2,3,2,2,3,2,2,2,2,2,2,1,2,2,3,4,4
192,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,3,3,3,4,4,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,1,2,2,4,2
193,2,1,1,3,4,3,2,2,2,2,3,2,2,3,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,3,2,4,2
193,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,3,2,4,2,2,3,3,2,2,2,4,4,2,4,3,3,3,3,4,3,4,1,4,3,2,2,3,2,3,4,4,3,4,4,4,4,1,3,4,4,4,3,4,4,3,2,1,4,3,1,3
194,2,2,4,3,3,3,3,4,2,2,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,2,3,4,3,3,4,3,4,4,3,3,2,3,3,3,4,3,1,2,2,2,3,1,2
194,3,3,3,4,1,2,3,2,1,3,3,3,3,3,3,2,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,1
194,4,2,3,3,3,3,3,4,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,4,3,4,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,2
195,1,1,2,3,4,1,2,2,3,2,1,2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,1,2,2,3,3
195,2,1,2,2,2,1,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,3,2,2,3,2,2,1,1,2,2,2,3,2
195,3,1,2,2,1,1,2,1,1,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,1,2,2,2,3,2
195,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,3,3,4,1,4,3,3,4,3,4,1,1,4,2,2,4,4,2,4,4,3,2,1,3,3,4,2,2,3,4,4,3,4,3,3,2,2,3,4,2,3,3,2,3,4,4,4,4,2,4,4
196,2,4,2,4,1,2,3,2,4,3,3,2,1,4,2,1,3,4,2,4,4,3,1,1,3,2,1,1,2,3,2,3,4,3,2,3,3,3,2,4,2,3,3,3,3,4,4,4,3,1,4,4
196,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,1,2,2,1,1,1,1,2,2,2,3,2,2,3,1,4,4,4,2,3,3,1,1,2,2,4,4,4,4,3,3,3,3,3,1,3,2,3,3,2,4,3,2,2,4,4,4,4,1,3,3
197,2,1,1,3,1,1,1,1,1,2,1,2,1,2,3,2,2,3,3,2,4,3,1,2,1,1,4,3,2,4,2,2,2,1,3,2,2,3,3,2,3,4,3,2,3,2,2,4,4,2,4,3
197,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,4,1,2,3,1,1,1,1,1,2,2,3,1,2,4,2,4,3,4,3,4,3,1,1,2,1,4,2,3,3,2,3,2,3,2,1,2,4,3,3,3,4,3,2,4,3,2,3,2,4,4,2
198,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,1,2,1,2,4,3,3,3,3,3,4,2,2,2,1,3,3,3,3,3,2,2,3,1,1,4
198,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,3,3,4,4,3,3,2,3,2,3,3,3,3,3,2,1,2,2,1,2,3
198,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1,1,3,3,1,1,3,1,2,2,1,2,1,2,3,1,1,2,2,1,2,2,1,3,1,2,3,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,3
199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
